Date (Month) R.E.P. HPI,Region (R.E.P)(inc. Aggregate) HPI,Housing Type (R.E.P.) HPI,Real Estate Price HPI
2008-07-01,Quebec CMA,Townhouse,127.5
2008-08-01,Quebec CMA,Townhouse,128.3
2008-09-01,Quebec CMA,Townhouse,129.2
2008-10-01,Quebec CMA,Townhouse,130.0
2008-11-01,Quebec CMA,Townhouse,130.9
2008-12-01,Quebec CMA,Townhouse,131.7
2009-01-01,Quebec CMA,Townhouse,132.5
2009-02-01,Quebec CMA,Townhouse,133.4
2009-03-01,Quebec CMA,Townhouse,134.2
2009-04-01,Quebec CMA,Townhouse,135.1
2009-05-01,Quebec CMA,Townhouse,135.9
2009-06-01,Quebec CMA,Townhouse,136.8
2009-07-01,Quebec CMA,Townhouse,136.7
2009-08-01,Quebec CMA,Townhouse,136.7
2009-09-01,Quebec CMA,Townhouse,136.6
2009-10-01,Quebec CMA,Townhouse,136.6
2009-11-01,Quebec CMA,Townhouse,136.5
2009-12-01,Quebec CMA,Townhouse,136.4
2010-01-01,Quebec CMA,Townhouse,142.0
2010-02-01,Quebec CMA,Townhouse,144.0
2010-03-01,Quebec CMA,Townhouse,146.0
2010-04-01,Quebec CMA,Townhouse,151.6
2010-05-01,Quebec CMA,Townhouse,154.0
2010-06-01,Quebec CMA,Townhouse,154.2
2010-07-01,Quebec CMA,Townhouse,155.2
2010-08-01,Quebec CMA,Townhouse,155.1
2010-09-01,Quebec CMA,Townhouse,155.7
2010-10-01,Quebec CMA,Townhouse,154.3
2010-11-01,Quebec CMA,Townhouse,153.2
2010-12-01,Quebec CMA,Townhouse,153.7
2011-01-01,Quebec CMA,Townhouse,153.0
2011-02-01,Quebec CMA,Townhouse,159.6
2011-03-01,Quebec CMA,Townhouse,161.4
2011-04-01,Quebec CMA,Townhouse,162.1
2011-05-01,Quebec CMA,Townhouse,161.4
2011-06-01,Quebec CMA,Townhouse,162.0
2011-07-01,Quebec CMA,Townhouse,161.1
2011-08-01,Quebec CMA,Townhouse,161.9
2011-09-01,Quebec CMA,Townhouse,161.0
2011-10-01,Quebec CMA,Townhouse,155.9
2011-11-01,Quebec CMA,Townhouse,158.2
2011-12-01,Quebec CMA,Townhouse,165.9
2012-01-01,Quebec CMA,Townhouse,158.7
2012-02-01,Quebec CMA,Townhouse,162.7
2012-03-01,Quebec CMA,Townhouse,161.3
2012-04-01,Quebec CMA,Townhouse,163.5
2012-05-01,Quebec CMA,Townhouse,164.3
2012-06-01,Quebec CMA,Townhouse,163.4
2012-07-01,Quebec CMA,Townhouse,163.1
2012-08-01,Quebec CMA,Townhouse,165.4
2012-09-01,Quebec CMA,Townhouse,163.7
2012-10-01,Quebec CMA,Townhouse,167.2
2012-11-01,Quebec CMA,Townhouse,167.7
2012-12-01,Quebec CMA,Townhouse,167.3
2013-01-01,Quebec CMA,Townhouse,163.2
2013-02-01,Quebec CMA,Townhouse,163.8
2013-03-01,Quebec CMA,Townhouse,168.0
2013-04-01,Quebec CMA,Townhouse,166.9
2013-05-01,Quebec CMA,Townhouse,168.7
2013-06-01,Quebec CMA,Townhouse,169.9
2013-07-01,Quebec CMA,Townhouse,169.3
2013-08-01,Quebec CMA,Townhouse,171.4
2013-09-01,Quebec CMA,Townhouse,170.0
2013-10-01,Quebec CMA,Townhouse,171.9
2013-11-01,Quebec CMA,Townhouse,167.2
2013-12-01,Quebec CMA,Townhouse,168.2
2014-01-01,Quebec CMA,Townhouse,168.5
2014-02-01,Quebec CMA,Townhouse,165.4
2014-03-01,Quebec CMA,Townhouse,164.6
2014-04-01,Quebec CMA,Townhouse,166.9
2014-05-01,Quebec CMA,Townhouse,166.7
2014-06-01,Quebec CMA,Townhouse,168.2
2014-07-01,Quebec CMA,Townhouse,168.5
2014-08-01,Quebec CMA,Townhouse,169.6
2014-09-01,Quebec CMA,Townhouse,170.7
2014-10-01,Quebec CMA,Townhouse,174.8
2014-11-01,Quebec CMA,Townhouse,175.0
2014-12-01,Quebec CMA,Townhouse,175.1
2015-01-01,Quebec CMA,Townhouse,173.6
2015-02-01,Quebec CMA,Townhouse,171.9
2015-03-01,Quebec CMA,Townhouse,168.2
2015-04-01,Quebec CMA,Townhouse,166.5
2015-05-01,Quebec CMA,Townhouse,167.1
2015-06-01,Quebec CMA,Townhouse,166.1
2015-07-01,Quebec CMA,Townhouse,165.7
2015-08-01,Quebec CMA,Townhouse,167.9
2015-09-01,Quebec CMA,Townhouse,170.3
2015-10-01,Quebec CMA,Townhouse,171.2
2015-11-01,Quebec CMA,Townhouse,171.3
2015-12-01,Quebec CMA,Townhouse,172.8
2016-01-01,Quebec CMA,Townhouse,167.2
2016-02-01,Quebec CMA,Townhouse,167.6
2016-03-01,Quebec CMA,Townhouse,167.8
2016-04-01,Quebec CMA,Townhouse,165.8
2016-05-01,Quebec CMA,Townhouse,166.2
2016-06-01,Quebec CMA,Townhouse,169.0
2016-07-01,Quebec CMA,Townhouse,166.6
2016-08-01,Quebec CMA,Townhouse,165.6
2016-09-01,Quebec CMA,Townhouse,170.5
2016-10-01,Quebec CMA,Townhouse,169.6
2016-11-01,Quebec CMA,Townhouse,168.6
2016-12-01,Quebec CMA,Townhouse,167.0
2017-01-01,Quebec CMA,Townhouse,168.0
2017-02-01,Quebec CMA,Townhouse,165.8
2017-03-01,Quebec CMA,Townhouse,164.2
2017-04-01,Quebec CMA,Townhouse,162.4
2017-05-01,Quebec CMA,Townhouse,162.3
2017-06-01,Quebec CMA,Townhouse,160.9
2017-07-01,Quebec CMA,Townhouse,160.7
2017-08-01,Quebec CMA,Townhouse,158.6
2017-09-01,Quebec CMA,Townhouse,157.9
2017-10-01,Quebec CMA,Townhouse,159.9
2017-11-01,Quebec CMA,Townhouse,162.7
2017-12-01,Quebec CMA,Townhouse,165.8
2018-01-01,Quebec CMA,Townhouse,167.4
2018-02-01,Quebec CMA,Townhouse,167.8
2018-03-01,Quebec CMA,Townhouse,168.8
2018-04-01,Quebec CMA,Townhouse,165.4
2018-05-01,Quebec CMA,Townhouse,165.5
2018-06-01,Quebec CMA,Townhouse,162.0
2018-07-01,Quebec CMA,Townhouse,164.5
2018-08-01,Quebec CMA,Townhouse,162.9
2018-09-01,Quebec CMA,Townhouse,163.9
2018-10-01,Quebec CMA,Townhouse,166.5
2018-11-01,Quebec CMA,Townhouse,162.0
2018-12-01,Quebec CMA,Townhouse,164.5
2019-01-01,Quebec CMA,Townhouse,168.2
2019-02-01,Quebec CMA,Townhouse,168.6
2019-03-01,Quebec CMA,Townhouse,166.0
2019-04-01,Quebec CMA,Townhouse,165.7
2019-05-01,Quebec CMA,Townhouse,169.4
2019-06-01,Quebec CMA,Townhouse,166.0
2019-07-01,Quebec CMA,Townhouse,165.7
2019-08-01,Quebec CMA,Townhouse,167.0
2019-09-01,Quebec CMA,Townhouse,169.6
2019-10-01,Quebec CMA,Townhouse,169.2
2019-11-01,Quebec CMA,Townhouse,168.9
2019-12-01,Quebec CMA,Townhouse,169.4
2020-01-01,Quebec CMA,Townhouse,175.9
2020-02-01,Quebec CMA,Townhouse,172.7
2020-03-01,Quebec CMA,Townhouse,173.4
2020-04-01,Quebec CMA,Townhouse,173.7
2020-05-01,Quebec CMA,Townhouse,176.1
2020-06-01,Quebec CMA,Townhouse,170.0
2020-07-01,Quebec CMA,Townhouse,175.0
2020-08-01,Quebec CMA,Townhouse,175.2
2020-09-01,Quebec CMA,Townhouse,177.0
2005-01-01,Greater Moncton,Townhouse,100.0
2005-02-01,Greater Moncton,Townhouse,100.7
2005-03-01,Greater Moncton,Townhouse,101.5
2005-04-01,Greater Moncton,Townhouse,102.2
2005-05-01,Greater Moncton,Townhouse,103.0
2005-06-01,Greater Moncton,Townhouse,103.7
2005-07-01,Greater Moncton,Townhouse,103.3
2005-08-01,Greater Moncton,Townhouse,102.8
2005-09-01,Greater Moncton,Townhouse,102.4
2005-10-01,Greater Moncton,Townhouse,101.9
2005-11-01,Greater Moncton,Townhouse,101.5
2005-12-01,Greater Moncton,Townhouse,101.0
2006-01-01,Greater Moncton,Townhouse,101.5
2006-02-01,Greater Moncton,Townhouse,102.1
2006-03-01,Greater Moncton,Townhouse,102.6
2006-04-01,Greater Moncton,Townhouse,103.1
2006-05-01,Greater Moncton,Townhouse,103.6
2006-06-01,Greater Moncton,Townhouse,104.1
2006-07-01,Greater Moncton,Townhouse,103.4
2006-08-01,Greater Moncton,Townhouse,102.7
2006-09-01,Greater Moncton,Townhouse,102.0
2006-10-01,Greater Moncton,Townhouse,101.3
2006-11-01,Greater Moncton,Townhouse,100.6
2006-12-01,Greater Moncton,Townhouse,99.9
2007-01-01,Greater Moncton,Townhouse,101.5
2007-02-01,Greater Moncton,Townhouse,103.1
2007-03-01,Greater Moncton,Townhouse,104.8
2007-04-01,Greater Moncton,Townhouse,106.5
2007-05-01,Greater Moncton,Townhouse,108.2
2007-06-01,Greater Moncton,Townhouse,109.9
2007-07-01,Greater Moncton,Townhouse,110.0
2007-08-01,Greater Moncton,Townhouse,110.1
2007-09-01,Greater Moncton,Townhouse,110.2
2007-10-01,Greater Moncton,Townhouse,110.3
2007-11-01,Greater Moncton,Townhouse,110.4
2007-12-01,Greater Moncton,Townhouse,110.5
2008-01-01,Greater Moncton,Townhouse,111.6
2008-02-01,Greater Moncton,Townhouse,112.7
2008-03-01,Greater Moncton,Townhouse,113.9
2008-04-01,Greater Moncton,Townhouse,115.0
2008-05-01,Greater Moncton,Townhouse,116.2
2008-06-01,Greater Moncton,Townhouse,117.4
2008-07-01,Greater Moncton,Townhouse,117.6
2008-08-01,Greater Moncton,Townhouse,117.8
2008-09-01,Greater Moncton,Townhouse,118.0
2008-10-01,Greater Moncton,Townhouse,118.2
2008-11-01,Greater Moncton,Townhouse,118.3
2008-12-01,Greater Moncton,Townhouse,118.5
2009-01-01,Greater Moncton,Townhouse,118.1
2009-02-01,Greater Moncton,Townhouse,120.3
2009-03-01,Greater Moncton,Townhouse,121.9
2009-04-01,Greater Moncton,Townhouse,121.0
2009-05-01,Greater Moncton,Townhouse,124.1
2009-06-01,Greater Moncton,Townhouse,123.3
2009-07-01,Greater Moncton,Townhouse,122.0
2009-08-01,Greater Moncton,Townhouse,119.5
2009-09-01,Greater Moncton,Townhouse,118.3
2009-10-01,Greater Moncton,Townhouse,118.5
2009-11-01,Greater Moncton,Townhouse,122.6
2009-12-01,Greater Moncton,Townhouse,121.8
2010-01-01,Greater Moncton,Townhouse,122.2
2010-02-01,Greater Moncton,Townhouse,122.2
2010-03-01,Greater Moncton,Townhouse,123.0
2010-04-01,Greater Moncton,Townhouse,122.8
2010-05-01,Greater Moncton,Townhouse,122.8
2010-06-01,Greater Moncton,Townhouse,124.6
2010-07-01,Greater Moncton,Townhouse,123.3
2010-08-01,Greater Moncton,Townhouse,123.7
2010-09-01,Greater Moncton,Townhouse,125.3
2010-10-01,Greater Moncton,Townhouse,123.4
2010-11-01,Greater Moncton,Townhouse,126.1
2010-12-01,Greater Moncton,Townhouse,125.1
2011-01-01,Greater Moncton,Townhouse,124.2
2011-02-01,Greater Moncton,Townhouse,125.2
2011-03-01,Greater Moncton,Townhouse,124.7
2011-04-01,Greater Moncton,Townhouse,122.1
2011-05-01,Greater Moncton,Townhouse,122.4
2011-06-01,Greater Moncton,Townhouse,121.5
2011-07-01,Greater Moncton,Townhouse,122.4
2011-08-01,Greater Moncton,Townhouse,125.6
2011-09-01,Greater Moncton,Townhouse,124.9
2011-10-01,Greater Moncton,Townhouse,123.7
2011-11-01,Greater Moncton,Townhouse,124.3
2011-12-01,Greater Moncton,Townhouse,123.0
2012-01-01,Greater Moncton,Townhouse,122.8
2012-02-01,Greater Moncton,Townhouse,120.4
2012-03-01,Greater Moncton,Townhouse,123.3
2012-04-01,Greater Moncton,Townhouse,123.7
2012-05-01,Greater Moncton,Townhouse,124.2
2012-06-01,Greater Moncton,Townhouse,125.1
2012-07-01,Greater Moncton,Townhouse,125.2
2012-08-01,Greater Moncton,Townhouse,123.7
2012-09-01,Greater Moncton,Townhouse,124.4
2012-10-01,Greater Moncton,Townhouse,125.6
2012-11-01,Greater Moncton,Townhouse,123.4
2012-12-01,Greater Moncton,Townhouse,122.2
2013-01-01,Greater Moncton,Townhouse,124.7
2013-02-01,Greater Moncton,Townhouse,124.6
2013-03-01,Greater Moncton,Townhouse,123.9
2013-04-01,Greater Moncton,Townhouse,121.4
2013-05-01,Greater Moncton,Townhouse,125.0
2013-06-01,Greater Moncton,Townhouse,125.6
2013-07-01,Greater Moncton,Townhouse,126.2
2013-08-01,Greater Moncton,Townhouse,124.5
2013-09-01,Greater Moncton,Townhouse,124.1
2013-10-01,Greater Moncton,Townhouse,123.3
2013-11-01,Greater Moncton,Townhouse,121.7
2013-12-01,Greater Moncton,Townhouse,120.4
2014-01-01,Greater Moncton,Townhouse,122.0
2014-02-01,Greater Moncton,Townhouse,121.0
2014-03-01,Greater Moncton,Townhouse,119.4
2014-04-01,Greater Moncton,Townhouse,123.4
2014-05-01,Greater Moncton,Townhouse,127.9
2014-06-01,Greater Moncton,Townhouse,125.2
2014-07-01,Greater Moncton,Townhouse,122.3
2014-08-01,Greater Moncton,Townhouse,123.3
2014-09-01,Greater Moncton,Townhouse,121.1
2014-10-01,Greater Moncton,Townhouse,118.5
2014-11-01,Greater Moncton,Townhouse,117.5
2014-12-01,Greater Moncton,Townhouse,118.8
2015-01-01,Greater Moncton,Townhouse,118.8
2015-02-01,Greater Moncton,Townhouse,115.3
2015-03-01,Greater Moncton,Townhouse,122.4
2015-04-01,Greater Moncton,Townhouse,129.7
2015-05-01,Greater Moncton,Townhouse,130.4
2015-06-01,Greater Moncton,Townhouse,131.8
2015-07-01,Greater Moncton,Townhouse,133.1
2015-08-01,Greater Moncton,Townhouse,132.6
2015-09-01,Greater Moncton,Townhouse,133.4
2015-10-01,Greater Moncton,Townhouse,138.0
2015-11-01,Greater Moncton,Townhouse,133.9
2015-12-01,Greater Moncton,Townhouse,126.2
2016-01-01,Greater Moncton,Townhouse,122.4
2016-02-01,Greater Moncton,Townhouse,125.2
2016-03-01,Greater Moncton,Townhouse,119.3
2016-04-01,Greater Moncton,Townhouse,121.2
2016-05-01,Greater Moncton,Townhouse,118.9
2016-06-01,Greater Moncton,Townhouse,123.0
2016-07-01,Greater Moncton,Townhouse,127.9
2016-08-01,Greater Moncton,Townhouse,127.1
2016-09-01,Greater Moncton,Townhouse,131.7
2016-10-01,Greater Moncton,Townhouse,132.4
2016-11-01,Greater Moncton,Townhouse,131.1
2016-12-01,Greater Moncton,Townhouse,130.7
2017-01-01,Greater Moncton,Townhouse,129.8
2017-02-01,Greater Moncton,Townhouse,133.7
2017-03-01,Greater Moncton,Townhouse,134.4
2017-04-01,Greater Moncton,Townhouse,137.3
2017-05-01,Greater Moncton,Townhouse,133.8
2017-06-01,Greater Moncton,Townhouse,136.0
2017-07-01,Greater Moncton,Townhouse,136.1
2017-08-01,Greater Moncton,Townhouse,137.1
2017-09-01,Greater Moncton,Townhouse,132.3
2017-10-01,Greater Moncton,Townhouse,128.0
2017-11-01,Greater Moncton,Townhouse,131.1
2017-12-01,Greater Moncton,Townhouse,128.7
2018-01-01,Greater Moncton,Townhouse,126.8
2018-02-01,Greater Moncton,Townhouse,132.3
2018-03-01,Greater Moncton,Townhouse,132.1
2018-04-01,Greater Moncton,Townhouse,135.1
2018-05-01,Greater Moncton,Townhouse,139.8
2018-06-01,Greater Moncton,Townhouse,135.5
2018-07-01,Greater Moncton,Townhouse,140.3
2018-08-01,Greater Moncton,Townhouse,143.7
2018-09-01,Greater Moncton,Townhouse,139.2
2018-10-01,Greater Moncton,Townhouse,143.9
2018-11-01,Greater Moncton,Townhouse,145.8
2018-12-01,Greater Moncton,Townhouse,144.4
2019-01-01,Greater Moncton,Townhouse,146.0
2019-02-01,Greater Moncton,Townhouse,142.7
2019-03-01,Greater Moncton,Townhouse,140.1
2019-04-01,Greater Moncton,Townhouse,143.3
2019-05-01,Greater Moncton,Townhouse,142.9
2019-06-01,Greater Moncton,Townhouse,142.6
2019-07-01,Greater Moncton,Townhouse,149.7
2019-08-01,Greater Moncton,Townhouse,151.9
2019-09-01,Greater Moncton,Townhouse,153.2
2019-10-01,Greater Moncton,Townhouse,156.9
2019-11-01,Greater Moncton,Townhouse,153.9
2019-12-01,Greater Moncton,Townhouse,149.8
2020-01-01,Greater Moncton,Townhouse,155.8
2020-02-01,Greater Moncton,Townhouse,159.9
2020-03-01,Greater Moncton,Townhouse,163.9
2020-04-01,Greater Moncton,Townhouse,164.0
2020-05-01,Greater Moncton,Townhouse,167.9
2020-06-01,Greater Moncton,Townhouse,169.2
2020-07-01,Greater Moncton,Townhouse,164.4
2020-08-01,Greater Moncton,Townhouse,161.8
2020-09-01,Greater Moncton,Townhouse,171.4
2005-01-01,Newfoundland and Labrador,Townhouse,100.0
2005-02-01,Newfoundland and Labrador,Townhouse,100.1
2005-03-01,Newfoundland and Labrador,Townhouse,100.1
2005-04-01,Newfoundland and Labrador,Townhouse,100.2
2005-05-01,Newfoundland and Labrador,Townhouse,100.3
2005-06-01,Newfoundland and Labrador,Townhouse,100.3
2005-07-01,Newfoundland and Labrador,Townhouse,100.4
2005-08-01,Newfoundland and Labrador,Townhouse,100.5
2005-09-01,Newfoundland and Labrador,Townhouse,100.5
2005-10-01,Newfoundland and Labrador,Townhouse,100.6
2005-11-01,Newfoundland and Labrador,Townhouse,100.6
2005-12-01,Newfoundland and Labrador,Townhouse,100.7
2006-01-01,Newfoundland and Labrador,Townhouse,98.4
2006-02-01,Newfoundland and Labrador,Townhouse,96.2
2006-03-01,Newfoundland and Labrador,Townhouse,94.0
2006-04-01,Newfoundland and Labrador,Townhouse,91.9
2006-05-01,Newfoundland and Labrador,Townhouse,89.8
2006-06-01,Newfoundland and Labrador,Townhouse,87.8
2006-07-01,Newfoundland and Labrador,Townhouse,91.3
2006-08-01,Newfoundland and Labrador,Townhouse,94.8
2006-09-01,Newfoundland and Labrador,Townhouse,98.5
2006-10-01,Newfoundland and Labrador,Townhouse,102.4
2006-11-01,Newfoundland and Labrador,Townhouse,106.4
2006-12-01,Newfoundland and Labrador,Townhouse,110.6
2007-01-01,Newfoundland and Labrador,Townhouse,111.7
2007-02-01,Newfoundland and Labrador,Townhouse,112.8
2007-03-01,Newfoundland and Labrador,Townhouse,114.0
2007-04-01,Newfoundland and Labrador,Townhouse,115.1
2007-05-01,Newfoundland and Labrador,Townhouse,116.3
2007-06-01,Newfoundland and Labrador,Townhouse,117.5
2007-07-01,Newfoundland and Labrador,Townhouse,117.2
2007-08-01,Newfoundland and Labrador,Townhouse,117.0
2007-09-01,Newfoundland and Labrador,Townhouse,116.8
2007-10-01,Newfoundland and Labrador,Townhouse,116.6
2007-11-01,Newfoundland and Labrador,Townhouse,116.3
2007-12-01,Newfoundland and Labrador,Townhouse,116.1
2008-01-01,Newfoundland and Labrador,Townhouse,118.2
2008-02-01,Newfoundland and Labrador,Townhouse,120.3
2008-03-01,Newfoundland and Labrador,Townhouse,122.5
2008-04-01,Newfoundland and Labrador,Townhouse,124.7
2008-05-01,Newfoundland and Labrador,Townhouse,127.0
2008-06-01,Newfoundland and Labrador,Townhouse,129.3
2008-07-01,Newfoundland and Labrador,Townhouse,131.1
2008-08-01,Newfoundland and Labrador,Townhouse,132.9
2008-09-01,Newfoundland and Labrador,Townhouse,134.8
2008-10-01,Newfoundland and Labrador,Townhouse,136.6
2008-11-01,Newfoundland and Labrador,Townhouse,138.5
2008-12-01,Newfoundland and Labrador,Townhouse,140.5
2009-01-01,Newfoundland and Labrador,Townhouse,141.2
2009-02-01,Newfoundland and Labrador,Townhouse,141.9
2009-03-01,Newfoundland and Labrador,Townhouse,142.7
2009-04-01,Newfoundland and Labrador,Townhouse,143.4
2009-05-01,Newfoundland and Labrador,Townhouse,144.1
2009-06-01,Newfoundland and Labrador,Townhouse,144.9
2009-07-01,Newfoundland and Labrador,Townhouse,146.5
2009-08-01,Newfoundland and Labrador,Townhouse,148.1
2009-09-01,Newfoundland and Labrador,Townhouse,149.7
2009-10-01,Newfoundland and Labrador,Townhouse,151.4
2009-11-01,Newfoundland and Labrador,Townhouse,153.0
2009-12-01,Newfoundland and Labrador,Townhouse,154.7
2010-01-01,Newfoundland and Labrador,Townhouse,157.0
2010-02-01,Newfoundland and Labrador,Townhouse,157.2
2010-03-01,Newfoundland and Labrador,Townhouse,161.3
2010-04-01,Newfoundland and Labrador,Townhouse,161.4
2010-05-01,Newfoundland and Labrador,Townhouse,161.1
2010-06-01,Newfoundland and Labrador,Townhouse,165.2
2010-07-01,Newfoundland and Labrador,Townhouse,169.3
2010-08-01,Newfoundland and Labrador,Townhouse,171.4
2010-09-01,Newfoundland and Labrador,Townhouse,175.3
2010-10-01,Newfoundland and Labrador,Townhouse,178.3
2010-11-01,Newfoundland and Labrador,Townhouse,184.0
2010-12-01,Newfoundland and Labrador,Townhouse,184.8
2011-01-01,Newfoundland and Labrador,Townhouse,187.5
2011-02-01,Newfoundland and Labrador,Townhouse,183.8
2011-03-01,Newfoundland and Labrador,Townhouse,184.4
2011-04-01,Newfoundland and Labrador,Townhouse,186.3
2011-05-01,Newfoundland and Labrador,Townhouse,182.3
2011-06-01,Newfoundland and Labrador,Townhouse,184.7
2011-07-01,Newfoundland and Labrador,Townhouse,183.2
2011-08-01,Newfoundland and Labrador,Townhouse,185.4
2011-09-01,Newfoundland and Labrador,Townhouse,187.1
2011-10-01,Newfoundland and Labrador,Townhouse,191.3
2011-11-01,Newfoundland and Labrador,Townhouse,197.7
2011-12-01,Newfoundland and Labrador,Townhouse,201.4
2012-01-01,Newfoundland and Labrador,Townhouse,198.8
2012-02-01,Newfoundland and Labrador,Townhouse,197.9
2012-03-01,Newfoundland and Labrador,Townhouse,189.9
2012-04-01,Newfoundland and Labrador,Townhouse,195.9
2012-05-01,Newfoundland and Labrador,Townhouse,195.3
2012-06-01,Newfoundland and Labrador,Townhouse,201.7
2012-07-01,Newfoundland and Labrador,Townhouse,186.7
2012-08-01,Newfoundland and Labrador,Townhouse,191.4
2012-09-01,Newfoundland and Labrador,Townhouse,202.7
2012-10-01,Newfoundland and Labrador,Townhouse,204.8
2012-11-01,Newfoundland and Labrador,Townhouse,201.8
2012-12-01,Newfoundland and Labrador,Townhouse,208.0
2013-01-01,Newfoundland and Labrador,Townhouse,199.4
2013-02-01,Newfoundland and Labrador,Townhouse,207.0
2013-03-01,Newfoundland and Labrador,Townhouse,202.6
2013-04-01,Newfoundland and Labrador,Townhouse,201.0
2013-05-01,Newfoundland and Labrador,Townhouse,196.1
2013-06-01,Newfoundland and Labrador,Townhouse,207.0
2013-07-01,Newfoundland and Labrador,Townhouse,214.9
2013-08-01,Newfoundland and Labrador,Townhouse,207.2
2013-09-01,Newfoundland and Labrador,Townhouse,213.1
2013-10-01,Newfoundland and Labrador,Townhouse,227.6
2013-11-01,Newfoundland and Labrador,Townhouse,232.0
2013-12-01,Newfoundland and Labrador,Townhouse,233.4
2014-01-01,Newfoundland and Labrador,Townhouse,243.0
2014-02-01,Newfoundland and Labrador,Townhouse,233.1
2014-03-01,Newfoundland and Labrador,Townhouse,234.0
2014-04-01,Newfoundland and Labrador,Townhouse,235.0
2014-05-01,Newfoundland and Labrador,Townhouse,222.9
2014-06-01,Newfoundland and Labrador,Townhouse,223.3
2014-07-01,Newfoundland and Labrador,Townhouse,219.4
2014-08-01,Newfoundland and Labrador,Townhouse,215.7
2014-09-01,Newfoundland and Labrador,Townhouse,213.5
2014-10-01,Newfoundland and Labrador,Townhouse,218.7
2014-11-01,Newfoundland and Labrador,Townhouse,220.5
2014-12-01,Newfoundland and Labrador,Townhouse,213.2
2015-01-01,Newfoundland and Labrador,Townhouse,214.1
2015-02-01,Newfoundland and Labrador,Townhouse,229.8
2015-03-01,Newfoundland and Labrador,Townhouse,214.0
2015-04-01,Newfoundland and Labrador,Townhouse,221.4
2015-05-01,Newfoundland and Labrador,Townhouse,208.8
2015-06-01,Newfoundland and Labrador,Townhouse,212.7
2015-07-01,Newfoundland and Labrador,Townhouse,206.2
2015-08-01,Newfoundland and Labrador,Townhouse,202.7
2015-09-01,Newfoundland and Labrador,Townhouse,205.7
2015-10-01,Newfoundland and Labrador,Townhouse,203.2
2015-11-01,Newfoundland and Labrador,Townhouse,204.7
2015-12-01,Newfoundland and Labrador,Townhouse,204.7
2016-01-01,Newfoundland and Labrador,Townhouse,206.1
2016-02-01,Newfoundland and Labrador,Townhouse,204.0
2016-03-01,Newfoundland and Labrador,Townhouse,192.4
2016-04-01,Newfoundland and Labrador,Townhouse,196.7
2016-05-01,Newfoundland and Labrador,Townhouse,197.1
2016-06-01,Newfoundland and Labrador,Townhouse,196.7
2016-07-01,Newfoundland and Labrador,Townhouse,195.6
2016-08-01,Newfoundland and Labrador,Townhouse,195.8
2016-09-01,Newfoundland and Labrador,Townhouse,197.6
2016-10-01,Newfoundland and Labrador,Townhouse,197.8
2016-11-01,Newfoundland and Labrador,Townhouse,202.2
2016-12-01,Newfoundland and Labrador,Townhouse,195.0
2017-01-01,Newfoundland and Labrador,Townhouse,195.0
2017-02-01,Newfoundland and Labrador,Townhouse,191.7
2017-03-01,Newfoundland and Labrador,Townhouse,201.4
2017-04-01,Newfoundland and Labrador,Townhouse,200.0
2017-05-01,Newfoundland and Labrador,Townhouse,201.4
2017-06-01,Newfoundland and Labrador,Townhouse,193.4
2017-07-01,Newfoundland and Labrador,Townhouse,196.2
2017-08-01,Newfoundland and Labrador,Townhouse,189.9
2017-09-01,Newfoundland and Labrador,Townhouse,194.9
2017-10-01,Newfoundland and Labrador,Townhouse,198.4
2017-11-01,Newfoundland and Labrador,Townhouse,194.9
2017-12-01,Newfoundland and Labrador,Townhouse,195.7
2018-01-01,Newfoundland and Labrador,Townhouse,200.7
2018-02-01,Newfoundland and Labrador,Townhouse,199.5
2018-03-01,Newfoundland and Labrador,Townhouse,193.8
2018-04-01,Newfoundland and Labrador,Townhouse,190.5
2018-05-01,Newfoundland and Labrador,Townhouse,183.3
2018-06-01,Newfoundland and Labrador,Townhouse,188.5
2018-07-01,Newfoundland and Labrador,Townhouse,192.1
2018-08-01,Newfoundland and Labrador,Townhouse,191.5
2018-09-01,Newfoundland and Labrador,Townhouse,193.4
2018-10-01,Newfoundland and Labrador,Townhouse,191.8
2018-11-01,Newfoundland and Labrador,Townhouse,193.3
2018-12-01,Newfoundland and Labrador,Townhouse,187.6
2019-01-01,Newfoundland and Labrador,Townhouse,198.2
2019-02-01,Newfoundland and Labrador,Townhouse,194.9
2019-03-01,Newfoundland and Labrador,Townhouse,196.5
2019-04-01,Newfoundland and Labrador,Townhouse,193.8
2019-05-01,Newfoundland and Labrador,Townhouse,188.1
2019-06-01,Newfoundland and Labrador,Townhouse,183.3
2019-07-01,Newfoundland and Labrador,Townhouse,187.0
2019-08-01,Newfoundland and Labrador,Townhouse,192.7
2019-09-01,Newfoundland and Labrador,Townhouse,195.5
2019-10-01,Newfoundland and Labrador,Townhouse,196.3
2019-11-01,Newfoundland and Labrador,Townhouse,188.2
2019-12-01,Newfoundland and Labrador,Townhouse,190.3
2020-01-01,Newfoundland and Labrador,Townhouse,186.0
2020-02-01,Newfoundland and Labrador,Townhouse,189.6
2020-03-01,Newfoundland and Labrador,Townhouse,185.8
2020-04-01,Newfoundland and Labrador,Townhouse,187.5
2020-05-01,Newfoundland and Labrador,Townhouse,182.4
2020-06-01,Newfoundland and Labrador,Townhouse,187.1
2020-07-01,Newfoundland and Labrador,Townhouse,188.7
2020-08-01,Newfoundland and Labrador,Townhouse,187.1
2020-09-01,Newfoundland and Labrador,Townhouse,190.6
2005-01-01,St Johns NL,Townhouse,100.0
2005-02-01,St Johns NL,Townhouse,100.1
